PackageName	Category	Package	Level	Zip	DevURL	Enabled	Visible	Version
DependencyGlobal_basicFolders	GlobalDependencies		0	Dependency_global_basic_folders.zip	=HYPERLINK("not a dev url lol","link")	True		
DependencyGlobal_wotXmlCreation	GlobalDependencies		0	Dependency_global_WoT_XML_Creation_1.6.0.2_2019-08-25.zip		True		
DependencyGlobal_WoTShortcuts	GlobalDependencies		0	Dependency_global_WoT_shortcuts.zip		True		
DependencyGlobal_fonts	GlobalDependencies		0	Dependency_global_fonts_2019-06-19.zip		True		
DependencyGlobal_fontreg	GlobalDependencies		0	Dependency_global_fontreg_2019-06-23.zip		True		
DependencyGlobal_BattleResultsFix	GlobalDependencies		0	Dependency_Global_BattleResultFix_1.6_1.7.1.2_2020-02-11.zip		True		
DependencyGlobal_ScriptLoaderPro	GlobalDependencies		0	Dependency_global_ScriptloaderPro_1.40_1.7.1.2_2020-02-29.zip	=HYPERLINK("https://dieschwarzenschafe.com/download/Index.php?action=list&dir=ScriptloaderPro&order=name&srt=yes","link")	True		1.40
DependencyGlobal_RelHax_LoadingSplash	GlobalDependencies		0	Dependency_global_RelHax_LoadingSplash_2020-08-02.zip		True		
DependencyGlobal_RelHax_WaitingSWF	GlobalDependencies		0	Dependency_global_RelHax_WaitingSWF_2020-03-15.zip		True		
--XVM--	Dependencies		0	n/a	=HYPERLINK("https://modxvm.com/en/download-xvm/","link")	False		
Dependency_XVM_Main_Files	Dependencies		0	n/a	=HYPERLINK("https://modxvm.com/en/download-xvm/","link")	True		
LogicalDependency_XVM_Main_Stable	Dependencies		0	LogicalDependency_XVM_Main_Stable_8.5.7_0005_2020-07-12.zip	=HYPERLINK("https://modxvm.com/en/download-xvm/","link")	True		
LogicalDependency_XVM_Main_Nightly	Dependencies		0	LogicalDependency_XVM_Main_Stable_8.5.7_0005_2020-07-12.zip	=HYPERLINK("https://nightly.modxvm.com/","link")	True		
Dependency_XVM_ACHIEVEMENT_missingPicsFix	Dependencies		0	Dependency_XVM_ACHIEVEMENT_missing_pics_fix_2019-07-03.zip		True		
Dependency_XVM_PROFICIENCY_missingPicsFix	Dependencies		0	Dependency_XVM_PROFICIENCY_missingPicsFix_2020-03-30.zip		True		
Dependency_XVM_FLAGS_missingPicsFix	Dependencies		0	Dependency_XVM_FLAGS_missing_pics_fix_2019-07-03.zip		True		
Dependency_XVM_PY_aiming	Dependencies		0	Dependency_XVM_PY_aiming_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-%D0%BF%D1%80%D0%B8%D1%86%D0%B5%D0%BB-%D0%B1%D0%B5%D0%B7-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%D0%BC%D0%B8-xvm/#aiming","link")	True		
Dependency_XVM_PY_aimingSystem	Dependencies		0	Dependency_XVM_PY_aimingSystem_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-%D1%81%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA-py_macro/#sight_mode","link")	True		
Dependency_XVM_PY_anglesAiming	Dependencies		0	Dependency_XVM_PY_anglesAiming_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/36508-угн-и-увн-средствами-xvm/#comments","link")	True		
Dependency_XVM_PY_AssistLog	Dependencies		0	Dependency_XVM_PY_AssistLog_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/47047-assistlog-py_macro/?tab=comments#comment-442863","link")	True		
Dependency_XVM_PY_battleEfficiency	Dependencies		0	Dependency_XVM_PY_battleEfficiency_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35299-","link")	True		
Dependency_XVM_PY_battleMessages	Dependencies		0	Dependency_XVM_PY_battleMessages_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35988-battlemessages-средствами-xvm/","link")	True		
Dependency_XVM_PY_battleTimer	Dependencies		0	Dependency_XVM_PY_battleTimer_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/36869-battletimer-средствами-xvm/","link")	True		
Dependency_XVM_PY_beginBattle	Dependencies		0	Dependency_XVM_PY_beginBattle_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-сборник-py_macro/#beginning_batlle","link")	True		
Dependency_XVM_PY_borderColor	Dependencies		0	Dependency_XVM_PY_borderColor_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-сборник-py_macro/#color_border_map","link")	True		
Dependency_XVM_PY_boosters	Dependencies		0	Dependency_XVM_PY_boosters_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/41426-отображение-активных-резервов-в-ангаре-и-в-бою-xvm/","link")	True		
Dependency_XVM_PY_chancePenetration	Dependencies		0	Dependency_XVM_PY_chancePenetration_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-#chancePenetration","link")	True		
Dependency_XVM_PY_collection	Dependencies		0	Dependency_XVM_PY_collection_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-%D1%81%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA-py_macro/#macros_playersPanel","link")	True		
Dependency_XVM_PY_colorMacros	Dependencies		0	Dependency_XVM_PY_colorMacros_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-%D1%81%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA-py_macro/#smooth_color_transition","link")	True		
Dependency_XVM_PY_crosshair	Dependencies		0	Dependency_XVM_PY_crosshair_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-%D1%81%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA-py_macro/#smooth_color_transition","link")	True		
Dependency_XVM_PY_displayingItems	Dependencies		0	Dependency_XVM_PY_displayingItems_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-#displayingItems","link")	True		
Dependency_XVM_PY_SWF_damageIndicator	Dependencies		0	Dependency_XVM_PY_SWF_damageIndicator_2020-06-22.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/36620-damageindicator-средствами-xvm/","link")	True		
Dependency_XVM_PY_debugPanel	Dependencies		0	Dependency_XVM_PY_debugPanel_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-сборник-py_macro/","link")	True		
Dependency_XVM_PY_fragCorrelationBar	Dependencies		0	Dependency_XVM_PY_fragCorrelationBar_ktulho_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/38779-маркеры-панели-счета-py_macro/","link")	True		
Dependency_XVM_PY_infoAutoAim	Dependencies		0	Dependency_XVM_PY_infoAutoAim_2020-04-08.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-#infoAutoAim","link")	True		
Dependency_XVM_PY_infoChargedShell	Dependencies		0	Dependency_XVM_PY_infoChargedShell_2020-06-17.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-#infoChargedShell","link")	True		
Dependency_XVM_PY_infoPanel	Dependencies		0	Dependency_XVM_PY_infoPanel_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/36811-infopanel-средствами-xvm/","link")	True		
Dependency_XVM_PY_IsAnonym	Dependencies		0	Dependency_XVM_PY_IsAnonym_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/53367-%D0%B7%D0%BD%D0%B0%D1%87%D0%BE%D0%BA-%D0%B0%D0%BD%D0%BE%D0%BD%D0%B8%D0%BC%D0%B0%D0%B9%D0%B7%D0%B5%D1%80%D0%B0/?do=findComment&comment=473778","link")	True		
Dependency_XVM_PY_maps	Dependencies		0	Dependency_XVM_PY_maps_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-%D1%81%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA-py_macro/#map_name","link")	True		
Dependency_XVM_PY_markerPosition	Dependencies		0	Dependency_XVM_PY_markerPosition_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-%D0%BF%D1%80%D0%B8%D1%86%D0%B5%D0%BB-%D0%B1%D0%B5%D0%B7-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%D0%BC%D0%B8-xvm/#markerPosition","link")	True		
Dependency_XVM_PY_messenger	Dependencies		0	Dependency_XVM_PY_messenger_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-сборник-py_macro/","link")	True		
Dependency_XVM_PY_modesVehicle	Dependencies		0	Dependency_XVM_PY_modesVehicle_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-%D0%BF%D1%80%D0%B8%D1%86%D0%B5%D0%BB-%D0%B1%D0%B5%D0%B7-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%D0%BC%D0%B8-xvm/#modesVehicle","link")	True		
Dependency_XVM_PY_modChatColor	Dependencies		0	Dependency_XVM_PY_mod_chat_color_2020-01-28.zip	=HYPERLINK("https://gist.github.com/Tey/7aff5cb5d7caaa7f49ee820887675eb5","link")	True		
Dependency_XVM_PY_modWN8Chance	Dependencies		0	Dependency_XVM_PY_modWN8Chance_2020-04-25.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/42018-team-wn8-%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%BD%D1%8B%D0%B9-wn8/?do=findComment&comment=476192","link")	True		
Dependency_XVM_PY_myHP	Dependencies		0	Dependency_XVM_PY_myHP_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-%D1%81%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA-py_macro/?tab=comments#hitpoints","link")	True		
Dependency_XVM_PY_NDOscripts	Dependencies		0	Dependency_XVM_PY_NDOscripts_2020-06-18.zip	=HYPERLINK("https://github.com/AstaRom/xvm_config","link")	True		
Dependency_XVM_PY_quantityShells	Dependencies		0	Dependency_XVM_PY_quantityShells_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-#quantityShells","link")	True		
Dependency_XVM_PY_reloading	Dependencies		0	Dependency_XVM_PY_reloading_2020-03-19.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-#reloading","link")	True		
Dependency_XVM_PY_repairControl	Dependencies		0	Dependency_XVM_PY_repairControl_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/36840-repaircontrol-средствами-xvm/","link")	True		
Dependency_XVM_PY_rewindRepeat	Dependencies		0	Dependency_XVM_PY_rewindRepeat_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-%D1%81%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA-py_macro/#rewind_replay","link")	True		
Dependency_XVM_PY_safeShot	Dependencies		0	Dependency_XVM_PY_safeShot_2020-02-02.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/36667-safeshot-средствами-xvm/","link")	True		
Dependency_XVM_PY_sixthSense	Dependencies		0	Dependency_XVM_PY_sixthSense_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/39885-сборник-py_macro/","link")	True		
Dependency_XVM_PY_speedometer	Dependencies		0	Dependency_XVM_PY_speedometer_2020-01-28.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/37259-#speedometer","link")	True		
